Freq[Hz]	[dBV]	Phase[Deg]
10.00	-66.01	-40.43
10.04	-66.13	-42.46
10.08	-66.25	-44.51
10.11	-66.37	-46.57
10.15	-66.49	-48.64
10.19	-66.62	-50.72
10.23	-66.75	-52.81
10.27	-66.88	-54.90
10.31	-67.02	-57.00
10.34	-67.15	-59.09
10.38	-67.29	-61.19
10.42	-67.43	-63.28
10.46	-67.58	-65.36
10.50	-67.72	-67.43
10.54	-67.86	-69.49
10.58	-68.01	-71.53
10.62	-68.16	-73.56
10.66	-68.31	-75.57
10.70	-68.45	-77.55
10.74	-68.60	-79.50
10.78	-68.75	-81.43
10.82	-68.90	-83.33
10.86	-69.05	-85.19
10.90	-69.20	-87.01
10.95	-69.35	-88.79
10.99	-69.49	-90.52
11.03	-69.64	-92.20
11.07	-69.78	-93.84
11.11	-69.93	-95.42
11.15	-70.07	-96.93
11.20	-70.21	-98.39
11.24	-70.34	-99.78
11.28	-70.48	-101.10
11.32	-70.61	-102.35
11.37	-70.73	-103.51
11.41	-70.86	-104.60
11.45	-70.98	-105.60
11.50	-71.09	-106.50
11.54	-71.20	-107.32
11.58	-71.31	-108.03
11.63	-71.41	-108.65
11.67	-71.51	-109.15
11.71	-71.60	-109.54
11.76	-71.69	-109.81
11.80	-71.76	-109.97
11.85	-71.84	-110.02
11.89	-71.90	-109.95
11.94	-71.97	-109.78
11.98	-72.02	-109.50
12.03	-72.07	-109.11
12.07	-72.12	-108.63
12.12	-72.16	-108.04
12.16	-72.19	-107.36
12.21	-72.22	-106.59
12.26	-72.24	-105.73
12.30	-72.26	-104.78
12.35	-72.28	-103.75
12.39	-72.29	-102.63
12.44	-72.29	-101.44
12.49	-72.29	-100.18
12.54	-72.29	-98.84
12.58	-72.28	-97.44
12.63	-72.26	-95.98
12.68	-72.25	-94.45
12.73	-72.23	-92.87
12.77	-72.20	-91.24
12.82	-72.17	-89.56
12.87	-72.14	-87.84
12.92	-72.10	-86.07
12.97	-72.07	-84.28
13.02	-72.02	-82.45
13.07	-71.98	-80.59
13.12	-71.93	-78.72
13.16	-71.88	-76.82
13.21	-71.83	-74.92
13.26	-71.78	-73.00
13.31	-71.72	-71.09
13.36	-71.66	-69.18
13.41	-71.60	-67.28
13.47	-71.54	-65.39
13.52	-71.48	-63.52
13.57	-71.41	-61.67
13.62	-71.35	-59.86
13.67	-71.28	-58.08
13.72	-71.22	-56.35
13.77	-71.15	-54.66
13.83	-71.09	-53.04
13.88	-71.02	-51.47
13.93	-70.96	-49.97
13.98	-70.89	-48.55
14.04	-70.83	-47.20
14.09	-70.77	-45.95
14.14	-70.71	-44.79
14.19	-70.65	-43.74
14.25	-70.59	-42.80
14.30	-70.54	-41.97
14.36	-70.49	-41.28
14.41	-70.44	-40.71
14.46	-70.39	-40.29
14.52	-70.35	-40.02
14.57	-70.31	-39.91
14.63	-70.28	-39.97
14.68	-70.25	-40.20
14.74	-70.22	-40.60
14.80	-70.20	-41.19
14.85	-70.19	-41.94
14.91	-70.17	-42.85
14.96	-70.17	-43.93
15.02	-70.16	-45.17
15.08	-70.17	-46.56
15.13	-70.17	-48.10
15.19	-70.18	-49.79
15.25	-70.19	-51.62
15.31	-70.21	-53.58
15.36	-70.23	-55.67
15.42	-70.26	-57.89
15.48	-70.29	-60.23
15.54	-70.32	-62.69
15.60	-70.36	-65.26
15.66	-70.40	-67.93
15.71	-70.44	-70.70
15.77	-70.49	-73.57
15.83	-70.54	-76.53
15.89	-70.60	-79.57
15.95	-70.65	-82.68
16.01	-70.71	-85.86
16.07	-70.78	-89.11
16.13	-70.85	-92.41
16.19	-70.91	-95.77
16.26	-70.99	-99.16
16.32	-71.06	-102.59
16.38	-71.14	-106.05
16.44	-71.22	-109.54
16.50	-71.30	-113.03
16.56	-71.39	-116.53
16.63	-71.47	-120.03
16.69	-71.56	-123.52
16.75	-71.65	-126.99
16.82	-71.75	-130.43
16.88	-71.84	-133.83
16.94	-71.94	-137.20
17.01	-72.04	-140.50
17.07	-72.13	-143.75
17.14	-72.23	-146.92
17.20	-72.34	-150.00
17.27	-72.44	-153.00
17.33	-72.54	-155.89
17.40	-72.64	-158.67
17.46	-72.75	-161.33
17.53	-72.85	-163.85
17.59	-72.95	-166.23
17.66	-73.06	-168.45
17.73	-73.16	-170.53
17.79	-73.27	-172.47
17.86	-73.37	-174.26
17.93	-73.47	-175.93
18.00	-73.58	-177.47
18.06	-73.68	-178.89
18.13	-73.78	179.81
18.20	-73.88	178.61
18.27	-73.98	177.52
18.34	-74.08	176.53
18.41	-74.18	175.62
18.48	-74.28	174.80
18.55	-74.38	174.06
18.62	-74.47	173.39
18.69	-74.57	172.78
18.76	-74.66	172.22
18.83	-74.75	171.72
18.90	-74.84	171.25
18.97	-74.93	170.82
19.04	-75.02	170.41
19.11	-75.11	170.02
19.19	-75.19	169.64
19.26	-75.27	169.26
19.33	-75.35	168.87
19.40	-75.43	168.46
19.48	-75.51	168.03
19.55	-75.58	167.56
19.62	-75.65	167.04
19.70	-75.72	166.47
19.77	-75.79	165.83
19.85	-75.85	165.12
19.92	-75.91	164.32
20.00	-75.97	163.43
20.07	-76.02	162.43
20.15	-76.07	161.31
20.22	-76.12	160.06
20.30	-76.16	158.67
20.38	-76.20	157.13
20.45	-76.24	155.42
20.53	-76.27	153.53
20.61	-76.30	151.46
20.69	-76.32	149.22
20.77	-76.34	146.82
20.84	-76.36	144.26
20.92	-76.37	141.55
21.00	-76.38	138.72
21.08	-76.39	135.76
21.16	-76.40	132.69
21.24	-76.40	129.51
21.32	-76.40	126.25
21.40	-76.41	122.91
21.48	-76.40	119.51
21.56	-76.40	116.05
21.64	-76.40	112.55
21.73	-76.39	109.03
21.81	-76.39	105.49
21.89	-76.39	101.95
21.97	-76.38	98.42
22.06	-76.38	94.92
22.14	-76.38	91.46
22.22	-76.37	88.05
22.31	-76.38	84.72
22.39	-76.38	81.47
22.47	-76.38	78.33
22.56	-76.39	75.30
22.64	-76.40	72.41
22.73	-76.41	69.67
22.82	-76.43	67.10
22.90	-76.45	64.72
22.99	-76.48	62.54
23.07	-76.51	60.58
23.16	-76.54	58.87
23.25	-76.58	57.41
23.34	-76.63	56.23
23.43	-76.69	55.36
23.51	-76.75	54.80
23.60	-76.81	54.55
23.69	-76.89	54.61
23.78	-76.97	54.96
23.87	-77.06	55.60
23.96	-77.15	56.52
24.05	-77.25	57.70
24.14	-77.35	59.13
24.23	-77.46	60.81
24.32	-77.57	62.72
24.42	-77.69	64.85
24.51	-77.80	67.19
24.60	-77.93	69.73
24.69	-78.05	72.45
24.79	-78.18	75.34
24.88	-78.31	78.39
24.97	-78.45	81.58
25.07	-78.58	84.91
25.16	-78.71	88.35
25.26	-78.85	91.89
25.35	-78.98	95.52
25.45	-79.12	99.22
25.54	-79.25	102.98
25.64	-79.39	106.78
25.74	-79.52	110.61
25.84	-79.65	114.44
25.93	-79.77	118.26
26.03	-79.90	122.06
26.13	-80.02	125.81
26.23	-80.13	129.50
26.33	-80.24	133.11
26.43	-80.35	136.62
26.53	-80.45	140.02
26.63	-80.54	143.32
26.73	-80.63	146.51
26.83	-80.71	149.60
26.93	-80.79	152.58
27.03	-80.86	155.46
27.13	-80.93	158.24
27.23	-80.99	160.91
27.34	-81.05	163.49
27.44	-81.10	165.97
27.54	-81.15	168.35
