Freq[Hz]	[dBV]	Phase[Deg]
10.00	-64.86	33.77
10.04	-64.90	33.26
10.08	-64.94	32.75
10.11	-64.99	32.23
10.15	-65.03	31.72
10.19	-65.08	31.20
10.23	-65.12	30.69
10.27	-65.16	30.18
10.31	-65.21	29.67
10.34	-65.25	29.17
10.38	-65.29	28.67
10.42	-65.34	28.19
10.46	-65.38	27.72
10.50	-65.43	27.26
10.54	-65.47	26.81
10.58	-65.52	26.38
10.62	-65.56	25.97
10.66	-65.61	25.57
10.70	-65.65	25.20
10.74	-65.70	24.86
10.78	-65.75	24.54
10.82	-65.79	24.24
10.86	-65.84	23.98
10.90	-65.89	23.75
10.95	-65.94	23.55
10.99	-65.98	23.39
11.03	-66.03	23.27
11.07	-66.08	23.19
11.11	-66.13	23.15
11.15	-66.19	23.16
11.20	-66.24	23.21
11.24	-66.29	23.32
11.28	-66.34	23.48
11.32	-66.40	23.69
11.37	-66.45	23.96
11.41	-66.51	24.30
11.45	-66.57	24.69
11.50	-66.62	25.16
11.54	-66.68	25.69
11.58	-66.74	26.29
11.63	-66.80	26.97
11.67	-66.86	27.73
11.71	-66.93	28.57
11.76	-66.99	29.49
11.80	-67.06	30.50
11.85	-67.12	31.58
11.89	-67.19	32.75
11.94	-67.26	33.99
11.98	-67.33	35.30
12.03	-67.40	36.68
12.07	-67.47	38.13
12.12	-67.55	39.65
12.16	-67.62	41.23
12.21	-67.70	42.87
12.26	-67.77	44.57
12.30	-67.85	46.32
12.35	-67.92	48.12
12.39	-68.00	49.97
12.44	-68.08	51.86
12.49	-68.16	53.80
12.54	-68.24	55.78
12.58	-68.32	57.79
12.63	-68.40	59.83
12.68	-68.49	61.90
12.73	-68.57	63.99
12.77	-68.65	66.11
12.82	-68.73	68.24
12.87	-68.82	70.38
12.92	-68.90	72.53
12.97	-68.99	74.69
13.02	-69.07	76.85
13.07	-69.15	79.00
13.12	-69.24	81.15
13.16	-69.32	83.28
13.21	-69.41	85.40
13.26	-69.49	87.49
13.31	-69.58	89.56
13.36	-69.66	91.59
13.41	-69.75	93.59
13.47	-69.83	95.55
13.52	-69.91	97.46
13.57	-70.00	99.31
13.62	-70.08	101.11
13.67	-70.16	102.85
13.72	-70.24	104.52
13.77	-70.32	106.11
13.83	-70.40	107.62
13.88	-70.48	109.04
13.93	-70.56	110.37
13.98	-70.64	111.61
14.04	-70.71	112.73
14.09	-70.79	113.75
14.14	-70.86	114.64
14.19	-70.93	115.41
14.25	-71.00	116.05
14.30	-71.07	116.55
14.36	-71.14	116.90
14.41	-71.21	117.09
14.46	-71.27	117.13
14.52	-71.33	116.99
14.57	-71.39	116.68
14.63	-71.45	116.18
14.68	-71.51	115.49
14.74	-71.56	114.61
14.80	-71.61	113.53
14.85	-71.66	112.27
14.91	-71.71	110.83
14.96	-71.76	109.21
15.02	-71.80	107.42
15.08	-71.85	105.46
15.13	-71.89	103.34
15.19	-71.93	101.06
15.25	-71.96	98.63
15.31	-72.00	96.05
15.36	-72.03	93.32
15.42	-72.06	90.46
15.48	-72.10	87.46
15.54	-72.12	84.34
15.60	-72.15	81.10
15.66	-72.18	77.74
15.71	-72.21	74.28
15.77	-72.23	70.71
15.83	-72.25	67.05
15.89	-72.28	63.30
15.95	-72.30	59.47
16.01	-72.32	55.56
16.07	-72.34	51.58
16.13	-72.36	47.54
16.19	-72.38	43.45
16.26	-72.39	39.32
16.32	-72.41	35.15
16.38	-72.43	30.94
16.44	-72.44	26.72
16.50	-72.46	22.48
16.56	-72.48	18.24
16.63	-72.49	14.00
16.69	-72.51	9.78
16.75	-72.53	5.58
16.82	-72.54	1.41
16.88	-72.56	-2.72
16.94	-72.58	-6.79
17.01	-72.60	-10.81
17.07	-72.62	-14.75
17.14	-72.64	-18.61
17.20	-72.66	-22.38
17.27	-72.68	-26.04
17.33	-72.70	-29.59
17.40	-72.73	-33.01
17.46	-72.76	-36.29
17.53	-72.78	-39.42
17.59	-72.81	-42.39
17.66	-72.84	-45.20
17.73	-72.88	-47.82
17.79	-72.91	-50.28
17.86	-72.95	-52.56
17.93	-72.99	-54.67
18.00	-73.03	-56.61
18.06	-73.07	-58.38
18.13	-73.12	-59.97
18.20	-73.17	-61.38
18.27	-73.22	-62.63
18.34	-73.28	-63.70
18.41	-73.33	-64.59
18.48	-73.39	-65.31
18.55	-73.46	-65.86
18.62	-73.52	-66.23
18.69	-73.59	-66.43
18.76	-73.67	-66.46
18.83	-73.74	-66.31
18.90	-73.82	-65.98
18.97	-73.91	-65.48
19.04	-74.00	-64.81
19.11	-74.09	-63.97
19.19	-74.19	-62.95
19.26	-74.29	-61.76
19.33	-74.39	-60.40
19.40	-74.50	-58.86
19.48	-74.62	-57.15
19.55	-74.74	-55.27
19.62	-74.86	-53.22
19.70	-74.99	-51.00
19.77	-75.12	-48.61
19.85	-75.26	-46.04
19.92	-75.41	-43.31
20.00	-75.56	-40.41
20.07	-75.72	-37.34
20.15	-75.88	-34.11
20.22	-76.05	-30.70
20.30	-76.23	-27.14
20.38	-76.41	-23.40
20.45	-76.60	-19.50
20.53	-76.80	-15.44
20.61	-77.00	-11.22
20.69	-77.21	-6.85
20.77	-77.43	-2.33
20.84	-77.65	2.32
20.92	-77.88	7.10
21.00	-78.11	11.99
21.08	-78.35	16.99
21.16	-78.59	22.10
21.24	-78.83	27.28
21.32	-79.08	32.55
21.40	-79.33	37.89
21.48	-79.58	43.28
21.56	-79.84	48.72
21.64	-80.10	54.20
21.73	-80.35	59.70
21.81	-80.61	65.21
21.89	-80.87	70.73
