Freq[Hz]	[dBV]	Phase[Deg]
10.00	-57.64	115.85
10.04	-57.62	117.66
10.08	-57.59	119.46
10.11	-57.57	121.25
10.15	-57.54	123.03
10.19	-57.51	124.80
10.23	-57.49	126.55
10.27	-57.46	128.29
10.31	-57.44	130.02
10.34	-57.42	131.73
10.38	-57.39	133.42
10.42	-57.37	135.09
10.46	-57.35	136.74
10.50	-57.33	138.37
10.54	-57.31	139.98
10.58	-57.29	141.56
10.62	-57.28	143.12
10.66	-57.26	144.65
10.70	-57.25	146.15
10.74	-57.24	147.62
10.78	-57.24	149.06
10.82	-57.23	150.46
10.86	-57.23	151.83
10.90	-57.23	153.17
10.95	-57.24	154.46
10.99	-57.25	155.72
11.03	-57.26	156.93
11.07	-57.28	158.10
11.11	-57.30	159.23
11.15	-57.32	160.30
11.20	-57.35	161.33
11.24	-57.39	162.31
11.28	-57.43	163.24
11.32	-57.47	164.11
11.37	-57.52	164.93
11.41	-57.58	165.68
11.45	-57.64	166.38
11.50	-57.71	167.01
11.54	-57.79	167.58
11.58	-57.87	168.08
11.63	-57.96	168.52
11.67	-58.06	168.88
11.71	-58.16	169.16
11.76	-58.28	169.38
11.80	-58.40	169.51
11.85	-58.53	169.58
11.89	-58.67	169.57
11.94	-58.81	169.49
11.98	-58.96	169.34
12.03	-59.12	169.13
12.07	-59.29	168.85
12.12	-59.46	168.51
12.16	-59.65	168.10
12.21	-59.83	167.63
12.26	-60.03	167.11
12.30	-60.23	166.53
12.35	-60.43	165.90
12.39	-60.65	165.21
12.44	-60.86	164.48
12.49	-61.09	163.69
12.54	-61.32	162.86
12.58	-61.55	161.99
12.63	-61.79	161.08
12.68	-62.03	160.13
12.73	-62.28	159.14
12.77	-62.53	158.12
12.82	-62.78	157.07
12.87	-63.04	155.99
12.92	-63.31	154.88
12.97	-63.57	153.75
13.02	-63.84	152.61
13.07	-64.11	151.44
13.12	-64.38	150.27
13.16	-64.66	149.08
13.21	-64.93	147.88
13.26	-65.21	146.68
13.31	-65.49	145.48
13.36	-65.77	144.28
13.41	-66.05	143.09
13.47	-66.32	141.90
13.52	-66.60	140.73
13.57	-66.88	139.58
13.62	-67.16	138.44
13.67	-67.43	137.33
13.72	-67.71	136.25
13.77	-67.98	135.20
13.83	-68.25	134.19
13.88	-68.51	133.21
13.93	-68.77	132.28
