Freq[Hz]	[dBV]	Phase[Deg]
10.00	-73.81	-148.83
10.04	-73.67	-151.06
10.08	-73.53	-153.33
10.11	-73.38	-155.65
10.15	-73.24	-158.02
10.19	-73.09	-160.42
10.23	-72.95	-162.88
10.27	-72.80	-165.37
10.31	-72.65	-167.90
10.34	-72.50	-170.47
10.38	-72.36	-173.08
10.42	-72.21	-175.72
10.46	-72.07	-178.40
10.50	-71.92	178.89
10.54	-71.78	176.15
10.58	-71.64	173.38
10.62	-71.50	170.58
10.66	-71.37	167.76
10.70	-71.24	164.91
10.74	-71.11	162.04
10.78	-70.99	159.15
10.82	-70.87	156.24
10.86	-70.76	153.31
10.90	-70.65	150.37
10.95	-70.55	147.41
10.99	-70.45	144.44
11.03	-70.36	141.46
11.07	-70.28	138.48
11.11	-70.21	135.49
11.15	-70.15	132.50
11.20	-70.09	129.50
11.24	-70.04	126.51
11.28	-70.01	123.53
11.32	-69.98	120.55
11.37	-69.97	117.58
11.41	-69.97	114.62
11.45	-69.98	111.67
11.50	-70.00	108.74
11.54	-70.03	105.83
11.58	-70.08	102.95
11.63	-70.15	100.08
11.67	-70.23	97.25
11.71	-70.33	94.45
11.76	-70.44	91.68
11.80	-70.57	88.94
11.85	-70.71	86.24
11.89	-70.88	83.58
11.94	-71.05	80.95
11.98	-71.24	78.37
12.03	-71.45	75.82
12.07	-71.67	73.31
12.12	-71.91	70.84
12.16	-72.15	68.41
12.21	-72.41	66.02
12.26	-72.69	63.67
12.30	-72.97	61.37
12.35	-73.27	59.11
12.39	-73.58	56.90
12.44	-73.90	54.74
12.49	-74.22	52.62
12.54	-74.56	50.55
12.58	-74.91	48.52
12.63	-75.26	46.55
12.68	-75.63	44.63
12.73	-76.00	42.76
12.77	-76.38	40.94
12.82	-76.76	39.18
12.87	-77.15	37.47
12.92	-77.54	35.81
12.97	-77.94	34.22
13.02	-78.34	32.68
13.07	-78.75	31.20
13.12	-79.15	29.77
13.16	-79.56	28.41
13.21	-79.97	27.12
13.26	-80.38	25.88
13.31	-80.79	24.71
13.36	-81.19	23.60
13.41	-81.60	22.56
13.47	-82.00	21.59
13.52	-82.39	20.69
13.57	-82.78	19.86
13.62	-83.17	19.09
13.67	-83.55	18.41
13.72	-83.92	17.79
13.77	-84.28	17.25
13.83	-84.63	16.79
13.88	-84.98	16.40
13.93	-85.31	16.09
13.98	-85.63	15.87
14.04	-85.93	15.72
14.09	-86.22	15.66
14.14	-86.50	15.68
14.19	-86.76	15.79
14.25	-87.00	15.98
14.30	-87.22	16.27
14.36	-87.42	16.64
14.41	-87.60	17.11
14.46	-87.76	17.67
14.52	-87.89	18.32
14.57	-88.00	19.07
14.63	-88.08	19.92
14.68	-88.13	20.87
14.74	-88.16	21.91
14.80	-88.16	23.05
14.85	-88.13	24.29
14.91	-88.08	25.61
14.96	-88.00	27.02
15.02	-87.89	28.52
15.08	-87.76	30.10
15.13	-87.61	31.76
15.19	-87.44	33.49
15.25	-87.24	35.29
15.31	-87.02	37.17
15.36	-86.78	39.11
15.42	-86.52	41.11
15.48	-86.24	43.17
15.54	-85.94	45.29
15.60	-85.62	47.46
15.66	-85.28	49.67
15.71	-84.93	51.93
15.77	-84.57	54.23
15.83	-84.19	56.56
15.89	-83.79	58.92
15.95	-83.38	61.32
16.01	-82.97	63.73
16.07	-82.54	66.16
16.13	-82.10	68.61
16.19	-81.65	71.06
16.26	-81.19	73.52
