Freq[Hz]	[dBV]	Phase[Deg]
10.00	-54.47	42.10
10.04	-54.51	42.47
10.08	-54.55	42.82
10.11	-54.59	43.17
10.15	-54.64	43.50
10.19	-54.68	43.82
10.23	-54.72	44.13
10.27	-54.77	44.44
10.31	-54.81	44.73
10.34	-54.86	45.01
10.38	-54.91	45.29
10.42	-54.95	45.56
10.46	-55.00	45.82
10.50	-55.05	46.08
10.54	-55.10	46.33
10.58	-55.15	46.58
10.62	-55.21	46.82
10.66	-55.26	47.06
10.70	-55.32	47.30
10.74	-55.37	47.54
10.78	-55.43	47.77
10.82	-55.49	48.01
10.86	-55.55	48.25
10.90	-55.61	48.48
10.95	-55.67	48.72
10.99	-55.73	48.97
11.03	-55.79	49.22
11.07	-55.86	49.47
11.11	-55.93	49.73
11.15	-55.99	50.00
11.20	-56.06	50.27
11.24	-56.14	50.56
11.28	-56.21	50.85
11.32	-56.28	51.16
11.37	-56.36	51.48
11.41	-56.44	51.81
11.45	-56.52	52.16
11.50	-56.60	52.52
11.54	-56.68	52.90
11.58	-56.76	53.30
11.63	-56.85	53.71
11.67	-56.94	54.15
11.71	-57.03	54.61
11.76	-57.12	55.09
11.80	-57.21	55.59
11.85	-57.31	56.12
11.89	-57.41	56.68
11.94	-57.51	57.25
11.98	-57.61	57.85
12.03	-57.71	58.48
12.07	-57.82	59.13
12.12	-57.93	59.80
12.16	-58.04	60.50
12.21	-58.15	61.23
12.26	-58.26	61.98
12.30	-58.37	62.75
12.35	-58.49	63.55
12.39	-58.61	64.38
12.44	-58.73	65.24
12.49	-58.85	66.12
12.54	-58.97	67.03
12.58	-59.09	67.96
12.63	-59.22	68.92
12.68	-59.34	69.91
12.73	-59.47	70.93
12.77	-59.60	71.98
12.82	-59.73	73.05
12.87	-59.86	74.15
12.92	-60.00	75.29
12.97	-60.13	76.45
13.02	-60.26	77.64
13.07	-60.40	78.85
13.12	-60.54	80.10
13.16	-60.68	81.38
13.21	-60.81	82.69
13.26	-60.95	84.03
13.31	-61.10	85.40
13.36	-61.24	86.80
13.41	-61.38	88.23
13.47	-61.52	89.69
13.52	-61.66	91.19
13.57	-61.81	92.72
13.62	-61.95	94.28
13.67	-62.10	95.87
13.72	-62.24	97.49
13.77	-62.39	99.15
13.83	-62.53	100.84
13.88	-62.68	102.56
13.93	-62.82	104.32
13.98	-62.97	106.11
14.04	-63.11	107.94
14.09	-63.26	109.80
14.14	-63.40	111.69
14.19	-63.55	113.62
14.25	-63.69	115.59
14.30	-63.84	117.59
14.36	-63.98	119.63
14.41	-64.12	121.70
14.46	-64.26	123.81
14.52	-64.41	125.96
14.57	-64.55	128.14
14.63	-64.68	130.36
14.68	-64.82	132.62
14.74	-64.96	134.91
14.80	-65.09	137.24
14.85	-65.23	139.59
14.91	-65.36	141.98
14.96	-65.49	144.38
15.02	-65.62	146.81
15.08	-65.75	149.25
15.13	-65.87	151.71
15.19	-66.00	154.17
15.25	-66.12	156.65
15.31	-66.24	159.12
15.36	-66.36	161.60
15.42	-66.47	164.06
15.48	-66.58	166.52
15.54	-66.69	168.97
15.60	-66.80	171.40
15.66	-66.91	173.81
15.71	-67.01	176.20
15.77	-67.11	178.55
15.83	-67.20	-179.13
15.89	-67.30	-176.85
15.95	-67.39	-174.61
16.01	-67.47	-172.42
16.07	-67.56	-170.29
16.13	-67.64	-168.21
16.19	-67.71	-166.20
16.26	-67.78	-164.25
16.32	-67.85	-162.38
16.38	-67.91	-160.58
16.44	-67.97	-158.87
16.50	-68.02	-157.26
16.56	-68.07	-155.73
16.63	-68.12	-154.31
16.69	-68.16	-153.00
16.75	-68.19	-151.80
16.82	-68.22	-150.72
16.88	-68.25	-149.76
