TIME[s]	[Pa]
4.082856E-01	1.538043E-02
4.083064E-01	4.239162E-02
4.083272E-01	2.192529E-02
4.083481E-01	3.584675E-02
4.083689E-01	3.018818E-02
4.083897E-01	2.127080E-02
4.084105E-01	3.958278E-02
4.084314E-01	1.568040E-02
4.084522E-01	3.907828E-02
4.084730E-01	2.429780E-02
4.084939E-01	2.909737E-02
4.085147E-01	4.147806E-02
4.085355E-01	2.482957E-02
4.085564E-01	4.802293E-02
4.085772E-01	2.125717E-02
4.085980E-01	3.367877E-02
4.086189E-01	2.952006E-02
4.086397E-01	2.643852E-02
4.086605E-01	4.410965E-02
4.086814E-01	1.898010E-02
4.087022E-01	3.850561E-02
4.087230E-01	2.184348E-02
4.087439E-01	2.446142E-02
4.087647E-01	3.561496E-02
4.087855E-01	1.550314E-02
4.088064E-01	3.895557E-02
4.088272E-01	1.787565E-02
4.088480E-01	3.303792E-02
4.088688E-01	2.765204E-02
4.088897E-01	1.707118E-02
4.089105E-01	3.621491E-02
4.089313E-01	1.066267E-02
4.089522E-01	3.602401E-02
4.089730E-01	2.062995E-02
4.089938E-01	2.294792E-02
4.090147E-01	3.126535E-02
4.090355E-01	1.152168E-02
4.090563E-01	3.813746E-02
4.090772E-01	1.108536E-02
4.090980E-01	2.506137E-02
4.091188E-01	2.233434E-02
4.091397E-01	1.663486E-02
4.091605E-01	3.816473E-02
4.091813E-01	1.536679E-02
4.092022E-01	3.639216E-02
4.092230E-01	2.202073E-02
4.092438E-01	2.368422E-02
4.092647E-01	3.467413E-02
4.092855E-01	1.370331E-02
4.093063E-01	3.489230E-02
4.093271E-01	1.593947E-02
4.093480E-01	3.110173E-02
4.093688E-01	3.155169E-02
4.093896E-01	2.053451E-02
4.094105E-01	3.892830E-02
4.094313E-01	1.198528E-02
4.094521E-01	3.168804E-02
4.094730E-01	1.761659E-02
4.094938E-01	2.598856E-02
4.095146E-01	4.014182E-02
4.095355E-01	2.219799E-02
4.095563E-01	4.160078E-02
4.095771E-01	1.379875E-02
4.095980E-01	2.586584E-02
4.096188E-01	2.514318E-02
4.096396E-01	1.745297E-02
4.096605E-01	3.969186E-02
4.096813E-01	1.685302E-02
4.097021E-01	3.940552E-02
4.097230E-01	2.973822E-02
4.097438E-01	3.134716E-02
4.097646E-01	3.981458E-02
4.097854E-01	1.859832E-02
4.098063E-01	3.767386E-02
4.098271E-01	1.272158E-02
4.098479E-01	2.807473E-02
4.098688E-01	2.707937E-02
4.098896E-01	1.420781E-02
4.099104E-01	3.256069E-02
4.099313E-01	8.985550E-03
4.099521E-01	3.078812E-02
4.099729E-01	2.069813E-02
4.099938E-01	2.902919E-02
4.100146E-01	4.338698E-02
4.100354E-01	2.422963E-02
4.100563E-01	4.526863E-02
4.100771E-01	1.941643E-02
4.100979E-01	2.822472E-02
4.101188E-01	2.593402E-02
4.101396E-01	1.667576E-02
4.101604E-01	4.162805E-02
4.101813E-01	1.652578E-02
4.102021E-01	3.849197E-02
4.102229E-01	2.477503E-02
4.102437E-01	2.469322E-02
4.102646E-01	4.085085E-02
4.102854E-01	1.794383E-02
4.103062E-01	4.018273E-02
4.103271E-01	1.765749E-02
4.103479E-01	2.822472E-02
4.103687E-01	2.762477E-02
4.103896E-01	1.873467E-02
4.104104E-01	4.142353E-02
4.104312E-01	1.782111E-02
4.104521E-01	4.098720E-02
4.104729E-01	2.623399E-02
4.104937E-01	2.275703E-02
4.105146E-01	3.276522E-02
4.105354E-01	1.214890E-02
4.105562E-01	3.753751E-02
4.105771E-01	1.851651E-02
4.105979E-01	3.006546E-02
4.106187E-01	3.442870E-02
4.106396E-01	2.848379E-02
4.106604E-01	5.179986E-02
4.106812E-01	2.682030E-02
4.107020E-01	4.642762E-02
4.107229E-01	3.123808E-02
4.107437E-01	2.450233E-02
4.107645E-01	3.343334E-02
4.107854E-01	9.435510E-03
4.108062E-01	3.141534E-02
4.108270E-01	1.124898E-02
4.108479E-01	2.328880E-02
4.108687E-01	2.716118E-02
4.108895E-01	1.641670E-02
4.109104E-01	3.936462E-02
4.109312E-01	1.483502E-02
4.109520E-01	3.273795E-02
4.109729E-01	2.390238E-02
4.109937E-01	2.203437E-02
4.110145E-01	3.820563E-02
4.110354E-01	1.899374E-02
4.110562E-01	4.794112E-02
4.110770E-01	2.889284E-02
4.110979E-01	3.513773E-02
4.111187E-01	3.133353E-02
4.111395E-01	1.254432E-02
4.111603E-01	3.063814E-02
4.111812E-01	9.312794E-03
4.112020E-01	3.197438E-02
4.112228E-01	2.803383E-02
4.112437E-01	2.917918E-02
4.112645E-01	3.880558E-02
4.112853E-01	1.082629E-02
4.113062E-01	3.107446E-02
4.113270E-01	1.202618E-02
4.113478E-01	2.212982E-02
4.113687E-01	2.897465E-02
4.113895E-01	1.614399E-02
4.114103E-01	3.913282E-02
4.114312E-01	1.974367E-02
4.114520E-01	4.319609E-02
4.114728E-01	3.797384E-02
4.114937E-01	3.171531E-02
4.115145E-01	4.370059E-02
4.115353E-01	1.817563E-02
4.115562E-01	3.647397E-02
4.115770E-01	1.866649E-02
4.115978E-01	3.187893E-02
4.116186E-01	3.595584E-02
4.116395E-01	1.993456E-02
4.116603E-01	4.487321E-02
4.116811E-01	2.077994E-02
4.117020E-01	3.920100E-02
4.117228E-01	2.792475E-02
4.117436E-01	2.480230E-02
4.117645E-01	4.023727E-02
4.117853E-01	1.711209E-02
4.118061E-01	4.300520E-02
4.118270E-01	2.740661E-02
4.118478E-01	3.926918E-02
4.118686E-01	4.289612E-02
4.118895E-01	2.431144E-02
4.119103E-01	4.142353E-02
4.119311E-01	1.442597E-02
4.119520E-01	3.146988E-02
4.119728E-01	2.493865E-02
4.119936E-01	2.384784E-02
4.120145E-01	4.116446E-02
4.120353E-01	2.116172E-02
4.120561E-01	4.678213E-02
4.120770E-01	2.844288E-02
4.120978E-01	3.740116E-02
4.121186E-01	4.001911E-02
4.121394E-01	2.330244E-02
4.121603E-01	4.329154E-02
4.121811E-01	1.884375E-02
4.122019E-01	3.710119E-02
4.122228E-01	3.122445E-02
4.122436E-01	2.607037E-02
4.122644E-01	4.408237E-02
4.122853E-01	2.349333E-02
4.123061E-01	4.529590E-02
4.123269E-01	2.830653E-02
4.123478E-01	3.453778E-02
4.123686E-01	3.937826E-02
4.123894E-01	2.446142E-02
4.124103E-01	4.840471E-02
4.124311E-01	2.810200E-02
4.124519E-01	4.472323E-02
4.124728E-01	3.584675E-02
4.124936E-01	2.889284E-02
4.125144E-01	4.185985E-02
4.125353E-01	1.846197E-02
4.125561E-01	3.798747E-02
4.125769E-01	2.316609E-02
4.125977E-01	3.167441E-02
4.126186E-01	3.614673E-02
4.126394E-01	1.928007E-02
4.126602E-01	4.113719E-02
4.126811E-01	1.820290E-02
4.127019E-01	3.745570E-02
4.127227E-01	3.277885E-02
4.127436E-01	2.667031E-02
4.127644E-01	4.659124E-02
4.127852E-01	2.368422E-02
4.128061E-01	4.972732E-02
4.128269E-01	3.134716E-02
4.128477E-01	3.639216E-02
4.128686E-01	4.147806E-02
4.128894E-01	2.637034E-02
4.129102E-01	4.370059E-02
4.129311E-01	1.742570E-02
4.129519E-01	3.084266E-02
4.129727E-01	2.698392E-02
4.129936E-01	2.623399E-02
4.130144E-01	4.766841E-02
4.130352E-01	2.563404E-02
4.130560E-01	4.765478E-02
4.130769E-01	3.014727E-02
4.130977E-01	3.370604E-02
4.131185E-01	3.472868E-02
4.131394E-01	1.450778E-02
4.131602E-01	3.876467E-02
4.131810E-01	1.705755E-02
4.132019E-01	3.866923E-02
4.132227E-01	3.808292E-02
4.132435E-01	3.541043E-02
4.132644E-01	5.572677E-02
4.132852E-01	2.627490E-02
4.133060E-01	4.480503E-02
4.133269E-01	2.474776E-02
4.133477E-01	3.115627E-02
4.133685E-01	4.100084E-02
4.133894E-01	2.612491E-02
4.134102E-01	4.880013E-02
4.134310E-01	2.478867E-02
4.134519E-01	3.791930E-02
4.134727E-01	3.164714E-02
4.134935E-01	2.388875E-02
4.135143E-01	3.921463E-02
4.135352E-01	1.513499E-02
4.135560E-01	3.845107E-02
4.135768E-01	2.661577E-02
4.135977E-01	3.425145E-02
4.136185E-01	4.626400E-02
4.136393E-01	2.532044E-02
4.136602E-01	4.768205E-02
4.136810E-01	2.421599E-02
4.137018E-01	3.973277E-02
4.137227E-01	3.635126E-02
4.137435E-01	2.658850E-02
4.137643E-01	4.225527E-02
4.137852E-01	1.904828E-02
4.138060E-01	4.577313E-02
4.138268E-01	3.335153E-02
4.138477E-01	3.981458E-02
4.138685E-01	4.715028E-02
4.138893E-01	2.590675E-02
4.139102E-01	4.779113E-02
4.139310E-01	2.163895E-02
4.139518E-01	3.858742E-02
4.139726E-01	3.556042E-02
4.139935E-01	2.390238E-02
4.140143E-01	4.258251E-02
4.140351E-01	2.076630E-02
4.140560E-01	4.880013E-02
4.140768E-01	3.714209E-02
4.140976E-01	3.832835E-02
4.141185E-01	4.622309E-02
4.141393E-01	2.251160E-02
4.141601E-01	4.277340E-02
4.141810E-01	2.065722E-02
4.142018E-01	3.647397E-02
4.142226E-01	3.761932E-02
4.142435E-01	3.385603E-02
4.142643E-01	5.779932E-02
4.142851E-01	3.204256E-02
4.143060E-01	4.976822E-02
4.143268E-01	3.070631E-02
4.143476E-01	3.022908E-02
4.143685E-01	4.100084E-02
4.143893E-01	2.180257E-02
4.144101E-01	4.379604E-02
4.144309E-01	2.492502E-02
4.144518E-01	3.781021E-02
4.144726E-01	3.508319E-02
4.144934E-01	2.605673E-02
4.145143E-01	4.911374E-02
4.145351E-01	2.487048E-02
4.145559E-01	4.503683E-02
