Freq[Hz]	[dBV]	Phase[Deg]
10.00	-58.37	47.97
10.04	-58.43	50.35
10.08	-58.49	52.74
10.11	-58.56	55.14
10.15	-58.63	57.54
10.19	-58.70	59.95
10.23	-58.78	62.38
10.27	-58.85	64.81
10.31	-58.93	67.24
10.34	-59.01	69.68
10.38	-59.09	72.13
10.42	-59.18	74.58
10.46	-59.26	77.03
10.50	-59.35	79.48
10.54	-59.44	81.94
10.58	-59.53	84.40
10.62	-59.62	86.86
10.66	-59.71	89.32
10.70	-59.81	91.78
10.74	-59.90	94.23
10.78	-60.00	96.69
10.82	-60.10	99.13
10.86	-60.20	101.58
10.90	-60.30	104.02
10.95	-60.40	106.45
10.99	-60.50	108.87
11.03	-60.60	111.29
11.07	-60.70	113.69
11.11	-60.80	116.09
11.15	-60.91	118.47
11.20	-61.01	120.84
11.24	-61.11	123.20
11.28	-61.22	125.54
11.32	-61.32	127.87
11.37	-61.42	130.18
11.41	-61.53	132.47
11.45	-61.63	134.74
11.50	-61.73	136.99
11.54	-61.83	139.22
11.58	-61.93	141.43
11.63	-62.03	143.61
11.67	-62.13	145.76
11.71	-62.23	147.89
11.76	-62.32	149.99
11.80	-62.42	152.06
11.85	-62.51	154.10
11.89	-62.60	156.11
11.94	-62.69	158.10
11.98	-62.78	160.05
12.03	-62.87	161.98
12.07	-62.96	163.88
12.12	-63.04	165.75
12.16	-63.13	167.60
12.21	-63.21	169.42
12.26	-63.29	171.21
12.30	-63.37	172.97
12.35	-63.45	174.71
12.39	-63.53	176.42
12.44	-63.60	178.10
12.49	-63.68	179.76
12.54	-63.75	-178.61
12.58	-63.83	-177.01
12.63	-63.90	-175.43
12.68	-63.97	-173.87
12.73	-64.03	-172.34
12.77	-64.10	-170.83
12.82	-64.17	-169.35
12.87	-64.23	-167.90
12.92	-64.29	-166.46
12.97	-64.36	-165.05
13.02	-64.42	-163.67
13.07	-64.48	-162.30
13.12	-64.53	-160.96
13.16	-64.59	-159.64
13.21	-64.65	-158.34
13.26	-64.70	-157.06
13.31	-64.75	-155.80
13.36	-64.80	-154.57
13.41	-64.86	-153.35
13.47	-64.90	-152.15
13.52	-64.95	-150.97
13.57	-65.00	-149.81
13.62	-65.05	-148.66
13.67	-65.09	-147.54
13.72	-65.13	-146.43
13.77	-65.17	-145.33
13.83	-65.22	-144.26
13.88	-65.26	-143.19
13.93	-65.29	-142.14
13.98	-65.33	-141.11
14.04	-65.37	-140.09
14.09	-65.40	-139.08
14.14	-65.44	-138.08
14.19	-65.47	-137.09
14.25	-65.50	-136.12
14.30	-65.53	-135.15
14.36	-65.56	-134.19
14.41	-65.59	-133.24
14.46	-65.62	-132.30
14.52	-65.65	-131.36
14.57	-65.67	-130.43
14.63	-65.70	-129.51
14.68	-65.72	-128.59
14.74	-65.75	-127.67
14.80	-65.77	-126.76
14.85	-65.79	-125.84
14.91	-65.81	-124.94
14.96	-65.83	-124.03
15.02	-65.85	-123.12
15.08	-65.87	-122.22
15.13	-65.89	-121.32
15.19	-65.91	-120.42
15.25	-65.92	-119.51
15.31	-65.94	-118.61
15.36	-65.95	-117.71
15.42	-65.97	-116.80
15.48	-65.98	-115.90
15.54	-66.00	-114.99
15.60	-66.01	-114.08
15.66	-66.02	-113.17
15.71	-66.03	-112.25
15.77	-66.05	-111.33
15.83	-66.06	-110.40
15.89	-66.07	-109.47
15.95	-66.08	-108.54
16.01	-66.09	-107.60
16.07	-66.10	-106.65
16.13	-66.11	-105.69
16.19	-66.12	-104.73
16.26	-66.13	-103.75
16.32	-66.15	-102.77
16.38	-66.16	-101.78
16.44	-66.17	-100.78
16.50	-66.18	-99.77
16.56	-66.19	-98.74
16.63	-66.20	-97.71
16.69	-66.21	-96.66
16.75	-66.22	-95.59
16.82	-66.24	-94.51
16.88	-66.25	-93.42
16.94	-66.26	-92.31
17.01	-66.28	-91.18
17.07	-66.29	-90.04
17.14	-66.31	-88.88
17.20	-66.32	-87.70
17.27	-66.34	-86.50
17.33	-66.36	-85.28
17.40	-66.38	-84.03
17.46	-66.40	-82.77
17.53	-66.42	-81.48
17.59	-66.44	-80.16
17.66	-66.46	-78.82
17.73	-66.49	-77.46
17.79	-66.51	-76.09
17.86	-66.54	-74.70
17.93	-66.57	-73.29
18.00	-66.60	-71.88
18.06	-66.63	-70.47
18.13	-66.66	-69.05
18.20	-66.69	-67.63
18.27	-66.72	-66.23
18.34	-66.76	-64.83
18.41	-66.79	-63.45
18.48	-66.83	-62.08
18.55	-66.86	-60.74
18.62	-66.90	-59.42
18.69	-66.94	-58.14
18.76	-66.98	-56.89
18.83	-67.02	-55.68
18.90	-67.06	-54.51
18.97	-67.11	-53.39
19.04	-67.15	-52.33
19.11	-67.19	-51.32
19.19	-67.24	-50.38
19.26	-67.28	-49.51
19.33	-67.33	-48.71
19.40	-67.37	-47.98
19.48	-67.42	-47.35
19.55	-67.47	-46.80
19.62	-67.51	-46.35
19.70	-67.56	-45.99
19.77	-67.61	-45.75
19.85	-67.66	-45.62
19.92	-67.71	-45.60
20.00	-67.76	-45.71
20.07	-67.81	-45.95
20.15	-67.86	-46.33
20.22	-67.91	-46.86
20.30	-67.96	-47.53
20.38	-68.01	-48.36
20.45	-68.06	-49.36
20.53	-68.11	-50.53
20.61	-68.16	-51.87
20.69	-68.21	-53.37
20.77	-68.26	-55.04
20.84	-68.31	-56.85
20.92	-68.36	-58.80
21.00	-68.41	-60.89
21.08	-68.47	-63.10
21.16	-68.52	-65.42
21.24	-68.58	-67.84
21.32	-68.64	-70.36
21.40	-68.70	-72.96
21.48	-68.76	-75.64
21.56	-68.82	-78.38
21.64	-68.89	-81.17
21.73	-68.96	-84.00
21.81	-69.03	-86.86
21.89	-69.11	-89.73
21.97	-69.19	-92.62
22.06	-69.27	-95.50
22.14	-69.35	-98.36
22.22	-69.45	-101.19
22.31	-69.54	-103.97
22.39	-69.64	-106.70
22.47	-69.75	-109.36
22.56	-69.86	-111.93
22.64	-69.97	-114.41
22.73	-70.10	-116.77
22.82	-70.22	-119.01
22.90	-70.36	-121.10
22.99	-70.50	-123.03
23.07	-70.65	-124.79
23.16	-70.80	-126.36
23.25	-70.97	-127.72
23.34	-71.14	-128.86
23.43	-71.32	-129.76
23.51	-71.51	-130.41
23.60	-71.70	-130.80
23.69	-71.91	-130.94
23.78	-72.12	-130.83
23.87	-72.34	-130.48
23.96	-72.56	-129.89
24.05	-72.79	-129.07
24.14	-73.02	-128.03
24.23	-73.25	-126.76
24.32	-73.49	-125.28
24.42	-73.72	-123.59
24.51	-73.96	-121.70
24.60	-74.20	-119.61
24.69	-74.43	-117.34
24.79	-74.67	-114.87
24.88	-74.90	-112.23
24.97	-75.12	-109.43
25.07	-75.34	-106.45
25.16	-75.56	-103.33
25.26	-75.77	-100.05
25.35	-75.96	-96.63
25.45	-76.15	-93.08
25.54	-76.33	-89.41
25.64	-76.50	-85.62
25.74	-76.65	-81.72
25.84	-76.80	-77.73
25.93	-76.92	-73.64
26.03	-77.03	-69.47
26.13	-77.12	-65.23
26.23	-77.19	-60.93
26.33	-77.25	-56.57
26.43	-77.28	-52.17
26.53	-77.29	-47.74
26.63	-77.28	-43.29
26.73	-77.25	-38.81
26.83	-77.21	-34.34
26.93	-77.15	-29.86
27.03	-77.07	-25.39
27.13	-76.99	-20.95
27.23	-76.90	-16.53
27.34	-76.80	-12.15
27.44	-76.69	-7.83
27.54	-76.58	-3.57
27.65	-76.46	0.63
27.75	-76.35	4.74
27.86	-76.23	8.75
27.96	-76.12	12.67
28.07	-76.02	16.46
28.17	-75.92	20.13
28.28	-75.84	23.66
28.39	-75.76	27.03
28.49	-75.70	30.24
28.60	-75.66	33.27
28.71	-75.64	36.11
28.82	-75.64	38.75
28.93	-75.66	41.17
29.03	-75.71	43.36
29.14	-75.79	45.30
29.25	-75.90	46.98
29.36	-76.05	48.38
29.48	-76.23	49.51
29.59	-76.44	50.34
29.70	-76.68	50.89
29.81	-76.94	51.15
29.92	-77.23	51.11
30.04	-77.54	50.77
30.15	-77.87	50.12
30.26	-78.20	49.18
30.38	-78.55	47.92
30.49	-78.91	46.35
30.61	-79.27	44.46
30.72	-79.63	42.26
30.84	-79.98	39.73
30.95	-80.33	36.87
31.07	-80.67	33.69
31.19	-80.99	30.17
31.31	-81.30	26.31
31.42	-81.58	22.12
31.54	-81.84	17.58
31.66	-82.06	12.69
31.78	-82.25	7.44
31.90	-82.41	1.85
32.02	-82.52	-4.11
32.14	-82.58	-10.43
32.26	-82.58	-17.12
32.39	-82.54	-24.17
32.51	-82.44	-31.54
32.63	-82.29	-39.21
32.75	-82.09	-47.14
32.88	-81.85	-55.30
33.00	-81.57	-63.65
33.13	-81.25	-72.15
33.25	-80.89	-80.77
33.38	-80.50	-89.46
33.50	-80.08	-98.20
33.63	-79.64	-106.93
33.76	-79.17	-115.62
33.88	-78.68	-124.23
34.01	-78.17	-132.72
34.14	-77.66	-141.03
34.27	-77.13	-149.13
34.40	-76.60	-156.97
34.53	-76.06	-164.50
34.66	-75.53	-171.68
34.79	-75.01	-178.46
34.92	-74.49	175.22
35.05	-73.99	169.40
35.18	-73.50	164.13
35.32	-73.04	159.45
35.45	-72.60	155.35
35.58	-72.20	151.82
35.72	-71.82	148.83
35.85	-71.48	146.36
35.99	-71.17	144.41
36.12	-70.91	142.95
36.26	-70.69	141.97
36.40	-70.52	141.45
36.53	-70.40	141.36
36.67	-70.33	141.69
36.81	-70.32	142.41
36.95	-70.38	143.51
37.09	-70.50	144.97
37.23	-70.69	146.76
37.37	-70.96	148.85
37.51	-71.30	151.24
37.65	-71.72	153.89
37.79	-72.24	156.77
37.94	-72.84	159.88
38.08	-73.53	163.17
38.22	-74.33	166.62
38.37	-75.21	170.20
38.51	-76.17	173.88
38.66	-77.20	177.61
38.80	-78.28	-178.63
38.95	-79.41	-174.88
39.10	-80.58	-171.18
39.24	-81.76	-167.57
39.39	-82.95	-164.08
39.54	-84.13	-160.77
39.69	-85.30	-157.66
39.84	-86.44	-154.80
39.99	-87.53	-152.23
40.14	-88.56	-150.00
40.29	-89.53	-148.15
40.45	-90.40	-146.73
40.60	-91.17	-145.77
40.75	-91.83	-145.34
40.90	-92.35	-145.48
41.06	-92.72	-146.24
41.21	-92.94	-147.63
41.37	-93.02	-149.59
41.53	-92.96	-152.06
41.68	-92.79	-154.96
41.84	-92.52	-158.25
42.00	-92.15	-161.83
42.16	-91.72	-165.64
42.32	-91.22	-169.61
42.47	-90.69	-173.66
42.63	-90.12	-177.72
42.80	-89.54	178.30
42.96	-88.97	174.47
43.12	-88.42	170.88
43.28	-87.91	167.61
43.45	-87.45	164.75
43.61	-87.07	162.39
43.77	-86.78	160.60
43.94	-86.61	159.50
44.10	-86.56	159.14
44.27	-86.62	159.50
44.44	-86.78	160.52
44.61	-87.03	162.12
44.77	-87.34	164.26
44.94	-87.70	166.85
45.11	-88.09	169.85
45.28	-88.49	173.16
45.45	-88.89	176.73
45.63	-89.25	-179.51
45.80	-89.57	-175.65
45.97	-89.82	-171.75
46.14	-89.99	-167.90
46.32	-90.04	-164.17
46.49	-89.97	-160.65
46.67	-89.74	-157.42
46.84	-89.34	-154.55
47.02	-88.75	-152.14
47.20	-87.97	-150.19
47.38	-87.03	-148.70
47.56	-85.96	-147.65
47.74	-84.77	-147.03
47.92	-83.49	-146.84
48.10	-82.15	-147.05
48.28	-80.76	-147.67
48.46	-79.37	-148.67
48.64	-77.98	-150.04
48.83	-76.64	-151.77
49.01	-75.37	-153.85
49.20	-74.19	-156.27
49.38	-73.14	-159.00
49.57	-72.24	-162.04
49.75	-71.54	-165.37
49.94	-71.04	-168.97
50.13	-70.75	-172.81
50.32	-70.65	-176.86
50.51	-70.72	178.91
50.70	-70.93	174.56
50.89	-71.25	170.11
51.08	-71.67	165.61
51.28	-72.16	161.10
51.47	-72.68	156.62
51.66	-73.23	152.21
51.86	-73.77	147.93
52.05	-74.26	143.80
52.25	-74.70	139.88
52.45	-75.04	136.22
52.65	-75.25	132.87
52.85	-75.32	129.86
53.04	-75.23	127.23
53.24	-74.99	124.99
53.45	-74.62	123.14
53.65	-74.13	121.69
53.85	-73.54	120.66
54.05	-72.85	120.03
54.26	-72.10	119.84
54.46	-71.28	120.07
54.67	-70.43	120.75
54.87	-69.54	121.87
55.08	-68.65	123.45
55.29	-67.76	125.50
55.50	-66.89	128.02
55.71	-66.07	131.03
55.92	-65.30	134.47
56.13	-64.59	138.21
56.34	-63.94	142.06
56.55	-63.37	145.85
56.77	-62.86	149.41
56.98	-62.44	152.54
57.19	-62.09	155.07
57.41	-61.83	156.80
57.63	-61.67	157.53
57.84	-61.60	157.07
58.06	-61.63	155.20
58.28	-61.77	151.72
58.50	-62.02	146.42
58.72	-62.39	139.10
58.94	-62.87	129.90
59.17	-63.45	119.22
59.39	-64.11	107.50
59.61	-64.86	95.18
59.84	-65.67	82.72
60.06	-66.52	70.56
60.29	-67.42	59.18
60.52	-68.34	49.08
60.75	-69.26	40.73
60.98	-70.19	34.64
61.21	-71.09	31.33
61.44	-71.96	31.32
61.67	-72.78	35.11
61.90	-73.54	42.58
62.14	-74.24	53.20
62.37	-74.87	66.37
62.61	-75.42	81.52
62.84	-75.88	98.04
63.08	-76.26	115.31
63.32	-76.53	132.72
63.56	-76.70	149.61
63.80	-76.76	165.33
64.04	-76.70	179.19
64.28	-76.51	-169.47
64.52	-76.19	-161.37
64.76	-75.73	-156.85
65.01	-75.16	-155.60
65.25	-74.48	-157.22
65.50	-73.72	-161.30
65.75	-72.89	-167.45
66.00	-72.01	-175.22
66.24	-71.09	175.80
66.49	-70.17	166.07
66.75	-69.25	156.02
67.00	-68.35	146.13
67.25	-67.51	136.88
67.50	-66.72	128.72
67.76	-66.01	121.84
68.01	-65.37	116.06
68.27	-64.77	111.22
68.53	-64.22	107.12
68.79	-63.70	103.57
69.05	-63.21	100.39
69.31	-62.73	97.36
69.57	-62.25	94.30
69.83	-61.76	90.98
70.09	-61.26	87.21
70.36	-60.72	82.76
70.62	-60.14	77.49
70.89	-59.55	71.48
71.16	-58.97	64.81
71.43	-58.41	57.61
71.70	-57.91	49.97
71.97	-57.48	41.99
72.24	-57.15	33.79
72.51	-56.95	25.48
72.79	-56.90	17.17
73.06	-57.03	8.98
73.34	-57.36	1.03
73.61	-57.90	-6.59
73.89	-58.61	-13.89
74.17	-59.47	-20.83
74.45	-60.42	-27.42
74.73	-61.43	-33.63
75.01	-62.48	-39.46
75.29	-63.50	-44.90
75.58	-64.48	-49.92
75.86	-65.35	-54.53
76.15	-66.09	-58.70
76.44	-66.65	-62.44
76.73	-67.05	-65.73
77.02	-67.29	-68.60
77.31	-67.40	-71.06
77.60	-67.41	-73.11
77.89	-67.32	-74.78
78.18	-67.16	-76.07
78.48	-66.94	-77.00
78.78	-66.70	-77.59
79.07	-66.45	-77.84
79.37	-66.21	-77.76
79.67	-65.99	-77.32
79.97	-65.76	-76.47
80.27	-65.54	-75.14
80.58	-65.32	-73.28
80.88	-65.08	-70.85
81.19	-64.82	-67.77
81.49	-64.54	-63.99
81.80	-64.23	-59.45
82.11	-63.88	-54.09
82.42	-63.50	-47.96
82.73	-63.12	-41.32
83.04	-62.76	-34.46
83.35	-62.46	-27.67
83.67	-62.24	-21.26
83.99	-62.14	-15.55
84.30	-62.19	-10.84
84.62	-62.42	-7.47
84.94	-62.88	-5.78
85.26	-63.57	-6.00
85.58	-64.46	-8.00
85.90	-65.49	-11.47
86.23	-66.58	-16.13
86.55	-67.68	-21.68
86.88	-68.71	-27.79
87.21	-69.61	-34.17
87.54	-70.29	-40.48
87.87	-70.70	-46.40
88.20	-70.77	-51.63
88.53	-70.54	-56.10
88.87	-70.08	-59.82
89.20	-69.46	-62.78
89.54	-68.74	-64.99
89.88	-67.99	-66.44
90.22	-67.30	-67.14
90.56	-66.73	-67.08
90.90	-66.36	-66.28
91.24	-66.23	-64.82
91.59	-66.29	-63.02
91.93	-66.49	-61.23
92.28	-66.77	-59.80
92.63	-67.06	-59.08
92.98	-67.32	-59.45
93.33	-67.46	-61.29
93.68	-67.44	-64.96
94.03	-67.20	-70.80
94.39	-66.77	-78.43
94.74	-66.23	-87.21
95.10	-65.66	-96.46
95.46	-65.15	-105.49
95.82	-64.77	-113.60
96.18	-64.61	-120.05
96.54	-64.76	-124.12
96.91	-65.29	-125.10
97.27	-66.22	-122.93
97.64	-67.47	-118.05
98.01	-68.97	-110.90
98.38	-70.67	-101.95
98.75	-72.49	-91.66
99.12	-74.36	-80.51
99.50	-76.21	-69.01
99.87	-77.96	-57.65
100.25	-79.55	-46.95
100.63	-80.92	-37.47
101.01	-82.00	-29.74
101.39	-82.74	-24.32
101.77	-83.06	-21.81
102.16	-82.90	-22.77
102.54	-82.19	-27.82
102.93	-80.91	-37.23
103.32	-79.17	-49.96
103.71	-77.16	-64.64
104.10	-75.05	-79.84
104.49	-73.01	-94.11
104.88	-71.23	-105.96
105.28	-69.90	-113.88
105.68	-69.20	-116.38
106.08	-69.14	-113.45
106.48	-69.57	-106.48
106.88	-70.34	-96.93
107.28	-71.28	-86.32
107.69	-72.22	-76.19
108.09	-72.99	-68.11
108.50	-73.41	-63.71
108.91	-73.41	-63.75
109.32	-73.07	-67.40
109.73	-72.51	-73.57
110.15	-71.85	-81.17
