Freq[Hz]	[dBV]	Phase[Deg]
10.00	-68.17	32.48
10.04	-68.32	30.03
10.08	-68.48	27.60
10.11	-68.63	25.17
10.15	-68.79	22.75
10.19	-68.94	20.35
10.23	-69.09	17.96
10.27	-69.24	15.58
10.31	-69.38	13.23
10.34	-69.53	10.89
10.38	-69.67	8.56
10.42	-69.81	6.26
10.46	-69.95	3.99
10.50	-70.09	1.73
10.54	-70.22	-0.50
10.58	-70.35	-2.70
10.62	-70.48	-4.87
10.66	-70.60	-7.02
10.70	-70.72	-9.13
10.74	-70.84	-11.21
10.78	-70.95	-13.25
10.82	-71.06	-15.26
10.86	-71.17	-17.23
10.90	-71.27	-19.15
10.95	-71.37	-21.04
10.99	-71.46	-22.88
11.03	-71.55	-24.68
11.07	-71.63	-26.42
11.11	-71.71	-28.12
11.15	-71.79	-29.77
11.20	-71.85	-31.36
11.24	-71.92	-32.90
11.28	-71.97	-34.37
11.32	-72.02	-35.79
11.37	-72.07	-37.14
11.41	-72.10	-38.43
11.45	-72.13	-39.66
11.50	-72.16	-40.81
11.54	-72.17	-41.89
11.58	-72.18	-42.89
11.63	-72.18	-43.82
11.67	-72.17	-44.67
11.71	-72.16	-45.44
11.76	-72.13	-46.12
11.80	-72.10	-46.72
11.85	-72.06	-47.24
11.89	-72.01	-47.68
11.94	-71.95	-48.03
11.98	-71.89	-48.31
12.03	-71.82	-48.50
12.07	-71.74	-48.62
12.12	-71.65	-48.67
12.16	-71.56	-48.64
12.21	-71.46	-48.53
12.26	-71.36	-48.36
12.30	-71.25	-48.11
12.35	-71.13	-47.80
12.39	-71.01	-47.42
12.44	-70.89	-46.97
12.49	-70.76	-46.46
12.54	-70.62	-45.89
12.58	-70.48	-45.26
12.63	-70.34	-44.57
12.68	-70.19	-43.82
12.73	-70.04	-43.02
12.77	-69.89	-42.17
12.82	-69.73	-41.26
12.87	-69.57	-40.31
12.92	-69.41	-39.30
12.97	-69.25	-38.26
13.02	-69.09	-37.17
13.07	-68.93	-36.04
13.12	-68.77	-34.88
13.16	-68.60	-33.68
13.21	-68.44	-32.44
13.26	-68.28	-31.18
13.31	-68.12	-29.89
13.36	-67.96	-28.57
13.41	-67.80	-27.23
13.47	-67.65	-25.87
13.52	-67.50	-24.50
13.57	-67.35	-23.11
13.62	-67.21	-21.71
13.67	-67.07	-20.30
13.72	-66.94	-18.89
13.77	-66.81	-17.47
13.83	-66.69	-16.06
13.88	-66.58	-14.65
13.93	-66.47	-13.26
13.98	-66.37	-11.87
14.04	-66.28	-10.50
14.09	-66.20	-9.14
14.14	-66.13	-7.81
14.19	-66.07	-6.51
14.25	-66.02	-5.24
14.30	-65.98	-4.00
14.36	-65.95	-2.80
14.41	-65.94	-1.64
14.46	-65.94	-0.53
14.52	-65.95	0.53
14.57	-65.98	1.53
14.63	-66.03	2.48
14.68	-66.09	3.36
14.74	-66.16	4.17
14.80	-66.26	4.92
14.85	-66.37	5.61
14.91	-66.49	6.24
14.96	-66.63	6.80
15.02	-66.78	7.31
15.08	-66.94	7.76
15.13	-67.12	8.15
15.19	-67.31	8.49
15.25	-67.52	8.78
15.31	-67.73	9.02
15.36	-67.95	9.21
15.42	-68.19	9.35
15.48	-68.43	9.44
15.54	-68.69	9.50
15.60	-68.95	9.51
15.66	-69.22	9.48
15.71	-69.50	9.41
15.77	-69.78	9.31
15.83	-70.07	9.17
15.89	-70.36	9.00
15.95	-70.66	8.80
16.01	-70.96	8.58
16.07	-71.27	8.33
16.13	-71.57	8.05
16.19	-71.88	7.76
16.26	-72.18	7.45
16.32	-72.49	7.13
16.38	-72.80	6.79
16.44	-73.10	6.44
16.50	-73.40	6.09
16.56	-73.69	5.73
16.63	-73.98	5.37
16.69	-74.27	5.02
16.75	-74.55	4.66
16.82	-74.82	4.32
16.88	-75.08	3.98
16.94	-75.33	3.66
17.01	-75.56	3.36
17.07	-75.79	3.08
17.14	-76.00	2.82
17.20	-76.20	2.59
17.27	-76.39	2.39
17.33	-76.55	2.23
17.40	-76.70	2.10
17.46	-76.83	2.02
17.53	-76.94	1.98
17.59	-77.02	1.99
17.66	-77.09	2.06
17.73	-77.13	2.18
17.79	-77.15	2.34
17.86	-77.15	2.55
17.93	-77.13	2.80
18.00	-77.09	3.09
18.06	-77.04	3.42
18.13	-76.97	3.79
18.20	-76.88	4.19
18.27	-76.78	4.62
18.34	-76.66	5.07
18.41	-76.53	5.55
18.48	-76.39	6.05
18.55	-76.23	6.56
18.62	-76.07	7.10
18.69	-75.90	7.64
18.76	-75.72	8.19
18.83	-75.53	8.74
18.90	-75.34	9.30
18.97	-75.14	9.85
19.04	-74.94	10.40
19.11	-74.74	10.94
19.19	-74.54	11.46
19.26	-74.33	11.96
19.33	-74.14	12.45
19.40	-73.94	12.91
19.48	-73.75	13.33
19.55	-73.56	13.73
19.62	-73.39	14.08
19.70	-73.22	14.40
19.77	-73.06	14.66
19.85	-72.92	14.88
19.92	-72.79	15.03
20.00	-72.67	15.13
20.07	-72.57	15.16
20.15	-72.49	15.11
20.22	-72.43	14.99
20.30	-72.40	14.79
20.38	-72.38	14.50
20.45	-72.40	14.12
20.53	-72.44	13.64
20.61	-72.51	13.06
20.69	-72.61	12.38
20.77	-72.74	11.62
20.84	-72.89	10.76
20.92	-73.07	9.82
21.00	-73.27	8.81
21.08	-73.50	7.72
21.16	-73.75	6.57
21.24	-74.02	5.36
21.32	-74.31	4.08
21.40	-74.62	2.76
21.48	-74.96	1.40
21.56	-75.31	-0.01
21.64	-75.68	-1.45
21.73	-76.06	-2.91
21.81	-76.46	-4.40
21.89	-76.87	-5.90
21.97	-77.29	-7.41
22.06	-77.73	-8.91
22.14	-78.17	-10.42
22.22	-78.63	-11.90
22.31	-79.09	-13.37
22.39	-79.56	-14.81
22.47	-80.03	-16.22
22.56	-80.51	-17.58
22.64	-80.98	-18.89
22.73	-81.46	-20.14
22.82	-81.94	-21.33
22.90	-82.41	-22.44
22.99	-82.88	-23.46
23.07	-83.35	-24.40
23.16	-83.81	-25.23
23.25	-84.26	-25.95
23.34	-84.69	-26.55
23.43	-85.12	-27.02
23.51	-85.53	-27.35
23.60	-85.93	-27.54
23.69	-86.31	-27.59
23.78	-86.68	-27.49
23.87	-87.03	-27.25
23.96	-87.37	-26.85
24.05	-87.70	-26.31
24.14	-88.02	-25.62
24.23	-88.32	-24.78
24.32	-88.61	-23.78
24.42	-88.89	-22.63
24.51	-89.15	-21.32
24.60	-89.40	-19.85
24.69	-89.64	-18.23
24.79	-89.87	-16.44
24.88	-90.09	-14.49
24.97	-90.30	-12.38
25.07	-90.49	-10.10
25.16	-90.68	-7.65
25.26	-90.85	-5.04
25.35	-91.02	-2.25
25.45	-91.17	0.70
25.54	-91.32	3.83
25.64	-91.46	7.14
25.74	-91.59	10.62
25.84	-91.71	14.28
25.93	-91.82	18.12
26.03	-91.93	22.14
26.13	-92.03	26.35
26.23	-92.12	30.73
26.33	-92.21	35.31
26.43	-92.29	40.07
26.53	-92.36	45.02
26.63	-92.43	50.12
26.73	-92.49	55.36
26.83	-92.55	60.72
26.93	-92.59	66.18
27.03	-92.64	71.73
27.13	-92.67	77.33
27.23	-92.69	82.97
27.34	-92.71	88.63
27.44	-92.72	94.28
27.54	-92.72	99.90
27.65	-92.72	105.47
27.75	-92.70	110.96
27.86	-92.67	116.35
27.96	-92.63	121.61
28.07	-92.59	126.72
28.17	-92.53	131.65
28.28	-92.46	136.38
28.39	-92.38	140.88
28.49	-92.29	145.11
28.60	-92.19	149.06
28.71	-92.07	152.68
28.82	-91.94	155.96
28.93	-91.80	158.87
29.03	-91.65	161.36
29.14	-91.48	163.41
29.25	-91.29	164.99
29.36	-91.09	166.06
29.48	-90.88	166.63
29.59	-90.66	166.73
29.70	-90.42	166.38
29.81	-90.18	165.61
29.92	-89.93	164.45
30.04	-89.68	162.92
30.15	-89.42	161.07
30.26	-89.16	158.91
30.38	-88.90	156.49
30.49	-88.64	153.83
30.61	-88.39	150.97
30.72	-88.15	147.95
30.84	-87.92	144.79
30.95	-87.69	141.53
31.07	-87.49	138.22
31.19	-87.29	134.89
31.31	-87.12	131.57
31.42	-86.97	128.30
31.54	-86.84	125.14
31.66	-86.73	122.11
31.78	-86.66	119.26
31.90	-86.61	116.63
32.02	-86.60	114.27
32.14	-86.63	112.22
32.26	-86.69	110.52
32.39	-86.80	109.21
32.51	-86.94	108.27
32.63	-87.12	107.68
32.75	-87.32	107.44
32.88	-87.54	107.52
33.00	-87.79	107.91
33.13	-88.05	108.59
33.25	-88.32	109.55
33.38	-88.60	110.76
33.50	-88.87	112.22
33.63	-89.15	113.90
33.76	-89.41	115.78
33.88	-89.66	117.85
34.01	-89.89	120.09
34.14	-90.09	122.47
34.27	-90.27	124.98
34.40	-90.41	127.59
34.53	-90.51	130.29
34.66	-90.56	133.05
34.79	-90.55	135.84
34.92	-90.49	138.66
35.05	-90.36	141.46
35.18	-90.16	144.24
35.32	-89.89	146.97
35.45	-89.55	149.67
35.58	-89.14	152.35
35.72	-88.68	155.03
35.85	-88.16	157.72
35.99	-87.61	160.44
36.12	-87.02	163.22
36.26	-86.40	166.05
36.40	-85.77	168.97
36.53	-85.12	171.99
36.67	-84.46	175.12
36.81	-83.81	178.40
36.95	-83.18	-178.18
37.09	-82.56	-174.57
37.23	-81.97	-170.77
37.37	-81.42	-166.76
37.51	-80.92	-162.51
37.65	-80.47	-158.00
37.79	-80.09	-153.21
37.94	-79.78	-148.13
38.08	-79.56	-142.71
38.22	-79.43	-136.96
38.37	-79.39	-130.88
38.51	-79.44	-124.50
38.66	-79.56	-117.82
38.80	-79.76	-110.89
38.95	-80.02	-103.72
39.10	-80.33	-96.33
39.24	-80.70	-88.74
39.39	-81.12	-80.99
39.54	-81.57	-73.10
39.69	-82.05	-65.09
39.84	-82.55	-56.99
39.99	-83.07	-48.82
40.14	-83.59	-40.62
40.29	-84.12	-32.41
40.45	-84.63	-24.22
40.60	-85.13	-16.08
40.75	-85.60	-8.01
40.90	-86.03	-0.06
41.06	-86.42	7.75
41.21	-86.76	15.39
41.37	-87.05	22.88
41.53	-87.30	30.21
41.68	-87.50	37.39
41.84	-87.66	44.42
42.00	-87.78	51.31
42.16	-87.86	58.06
42.32	-87.90	64.68
42.47	-87.92	71.17
42.63	-87.90	77.54
42.80	-87.85	83.79
42.96	-87.78	89.93
43.12	-87.68	95.96
43.28	-87.56	101.88
43.45	-87.43	107.72
43.61	-87.28	113.46
43.77	-87.11	119.12
43.94	-86.94	124.70
44.10	-86.76	130.21
44.27	-86.57	135.69
44.44	-86.38	141.15
44.61	-86.19	146.65
