Freq[Hz]	[dBV]	Phase[Deg]
10.00	-63.33	-128.32
10.04	-63.20	-129.51
10.08	-63.06	-130.71
10.11	-62.91	-131.94
10.15	-62.77	-133.17
10.19	-62.62	-134.42
10.23	-62.46	-135.69
10.27	-62.30	-136.97
10.31	-62.14	-138.26
10.34	-61.97	-139.56
10.38	-61.80	-140.88
10.42	-61.63	-142.20
10.46	-61.46	-143.54
10.50	-61.28	-144.89
10.54	-61.10	-146.25
10.58	-60.91	-147.62
10.62	-60.73	-149.00
10.66	-60.54	-150.39
10.70	-60.35	-151.79
10.74	-60.15	-153.19
10.78	-59.96	-154.60
10.82	-59.76	-156.01
10.86	-59.56	-157.44
10.90	-59.36	-158.86
10.95	-59.16	-160.29
10.99	-58.96	-161.73
11.03	-58.76	-163.16
11.07	-58.55	-164.60
11.11	-58.35	-166.04
11.15	-58.14	-167.49
11.20	-57.94	-168.93
11.24	-57.73	-170.37
11.28	-57.53	-171.81
11.32	-57.32	-173.25
11.37	-57.12	-174.68
11.41	-56.91	-176.11
11.45	-56.71	-177.53
11.50	-56.51	-178.95
11.54	-56.31	179.64
11.58	-56.11	178.23
11.63	-55.92	176.83
11.67	-55.72	175.45
11.71	-55.53	174.07
11.76	-55.34	172.71
11.80	-55.15	171.35
11.85	-54.97	170.01
11.89	-54.79	168.68
11.94	-54.61	167.36
11.98	-54.44	166.05
12.03	-54.27	164.75
12.07	-54.10	163.46
12.12	-53.93	162.18
12.16	-53.77	160.91
12.21	-53.62	159.65
12.26	-53.46	158.40
12.30	-53.32	157.16
12.35	-53.17	155.93
12.39	-53.03	154.70
12.44	-52.89	153.48
12.49	-52.76	152.27
12.54	-52.64	151.07
12.58	-52.51	149.88
12.63	-52.40	148.69
12.68	-52.28	147.51
12.73	-52.18	146.33
12.77	-52.07	145.16
12.82	-51.98	144.00
12.87	-51.89	142.84
12.92	-51.80	141.69
12.97	-51.72	140.54
13.02	-51.65	139.39
13.07	-51.58	138.25
13.12	-51.52	137.11
13.16	-51.47	135.97
13.21	-51.42	134.84
13.26	-51.38	133.71
13.31	-51.35	132.58
