Freq[Hz]	[dBV]	Phase[Deg]
10.00	-65.47	125.51
10.04	-65.58	123.42
10.08	-65.68	121.28
10.11	-65.78	119.11
10.15	-65.88	116.89
10.19	-65.98	114.64
10.23	-66.08	112.36
10.27	-66.17	110.04
10.31	-66.26	107.69
10.34	-66.35	105.31
10.38	-66.44	102.91
10.42	-66.53	100.47
10.46	-66.61	98.02
10.50	-66.69	95.54
10.54	-66.77	93.04
10.58	-66.84	90.52
10.62	-66.91	87.98
10.66	-66.98	85.44
10.70	-67.04	82.88
10.74	-67.11	80.31
10.78	-67.16	77.73
10.82	-67.22	75.15
10.86	-67.27	72.57
10.90	-67.31	69.98
10.95	-67.35	67.40
10.99	-67.39	64.82
11.03	-67.42	62.25
11.07	-67.45	59.69
11.11	-67.48	57.15
11.15	-67.50	54.62
11.20	-67.51	52.11
11.24	-67.52	49.62
11.28	-67.52	47.15
11.32	-67.52	44.71
11.37	-67.51	42.31
11.41	-67.49	39.93
11.45	-67.47	37.60
11.50	-67.45	35.30
11.54	-67.41	33.05
11.58	-67.37	30.84
11.63	-67.33	28.69
11.67	-67.27	26.59
11.71	-67.21	24.55
11.76	-67.14	22.56
11.80	-67.07	20.64
11.85	-66.98	18.78
11.89	-66.89	16.98
11.94	-66.80	15.24
11.98	-66.69	13.56
12.03	-66.58	11.93
12.07	-66.46	10.36
12.12	-66.34	8.85
12.16	-66.21	7.39
12.21	-66.08	5.98
12.26	-65.94	4.63
12.30	-65.79	3.32
12.35	-65.64	2.07
12.39	-65.48	0.86
12.44	-65.32	-0.30
12.49	-65.15	-1.41
12.54	-64.98	-2.48
12.58	-64.81	-3.50
12.63	-64.63	-4.49
12.68	-64.45	-5.43
12.73	-64.26	-6.33
12.77	-64.08	-7.20
12.82	-63.89	-8.03
12.87	-63.69	-8.82
12.92	-63.50	-9.58
12.97	-63.30	-10.31
13.02	-63.10	-11.01
13.07	-62.90	-11.68
13.12	-62.69	-12.32
13.16	-62.49	-12.94
13.21	-62.29	-13.54
13.26	-62.08	-14.12
13.31	-61.88	-14.68
13.36	-61.67	-15.22
13.41	-61.47	-15.74
13.47	-61.27	-16.26
13.52	-61.07	-16.76
13.57	-60.87	-17.26
13.62	-60.68	-17.75
13.67	-60.48	-18.23
13.72	-60.29	-18.71
13.77	-60.11	-19.20
13.83	-59.93	-19.69
13.88	-59.75	-20.18
13.93	-59.57	-20.68
13.98	-59.41	-21.20
14.04	-59.24	-21.73
14.09	-59.09	-22.27
14.14	-58.94	-22.83
14.19	-58.80	-23.42
14.25	-58.66	-24.03
14.30	-58.53	-24.67
14.36	-58.42	-25.34
14.41	-58.31	-26.05
14.46	-58.21	-26.79
14.52	-58.12	-27.58
14.57	-58.04	-28.41
14.63	-57.97	-29.28
14.68	-57.92	-30.21
14.74	-57.87	-31.19
14.80	-57.84	-32.22
14.85	-57.82	-33.29
14.91	-57.81	-34.41
14.96	-57.81	-35.57
